식품명	1회제공량
단호박+고구마샐러드	300
치즈오븐스파게티	445
까르보나라스파게티	395
브래드스틱	220
고구마스틱	385
치즈스틱	255
팥치즈반달빵	337
치킨텐더 6조각	225
스노우칠리감자	180
한턱 쏘시지L	118
한턱 쏘시지M	146
관자네 온 새우L	135
관자네 온 새우M	166
골드랑군L	144
골드랑군M	177
쓰리고L	134
쓰리고M	165
코코쉬림프L	146
코코쉬림프M	180
모모스테이키L	145
모모스테이키M	178
맵뜨락L	175
맵뜨락M	108
비포 (비프앤포크)L	112
비포 (비프앤포크)M	183
토핑들의 수다L	94
토핑들의 수다M	173
웨스틴콤보더블L	153
웨스틴콤보더블M	188
리치킨BBQ L	151
리치킨BBQ M	186
스파이시쉬림프L	123
스파이시쉬림프M	151
베이컨포테이토L	119
베이컨포테이토M	146
콰트로L	128
콰트로M	157
차슈(불갈비)L	113
차슈(불갈비)M	138
슈프림콤비L	100
슈프림콤비M	123
불고기L	101
불고기M	124
스윗고구마L	104
스윗고구마M	128
페페로니L	163
페페로니M	100
멜팅치즈L	164
멜팅치즈M	101
웨지포테이토L	106
웨지포테이토M	131
넌필수있어L	184
베이컨의꿈L	195
걱정말아요허니L	186
스파이시쉬림프 크러스트 L	241
스파이시쉬림프 크러스트 M	148
베이컨포테이토 바이트 L	535
베이컨포테이토 바이트 M	329
웨지포테이토 소보로 L	315
웨지포테이토 소보로 M	194
불고기 크러스트L	241
불고기 크러스트M	148
차슈 바이트L	535
차슈 바이트M	329
페페로니 소보로L	315
페페로니 소보로M	194
스윗고구마 골드L	324
스윗고구마 골드M	200
국물떡볶이	2094
치즈국물떡볶이	2253
모둠튀김	167
고구마 튀김(5pcs)	42
순살치킨	500
새우링(10pcs)	230
모짜렐라오븐파스타	431
오븐구이치킨	550
코코쉬림프(8pcs)	300
플로리다랑군(7pcs) 	105
버팔로스틱-핫윙(7pcs)	280
치킨텐더(7pcs)	250
치즈스틱(7pcs)	280
베이컨크림파스타	375
불갈비파스타	421
미트소스파스타	361
콜라 500ml	200
콜라 1.25L	200
스프라이트 500ml	200
스프라이트 1.5L	200
피클모듬세트	138
치포틀소스	60
살사소스	60
까망베르소스	60
머스타드소스	40
꿀 자몽	100
허니 레몬	100
복숭아	100
블루베리 솔베	100
망고 솔베	100
딸기 솔베	100
블루베리 라떼	100
망고 라떼	100
딸기 라떼	100
레몬	100
바나나 품은 헤이즐넛 초코렛	100
바나나 속 초코칩	100
헤이즐넛 초코렛	100
바나나	100
카페 모카	100
민트 초코	100
바닐라 빈	100
솔티드 카라멜	100
바닐라 	100
카라멜	100
마스카포네치즈	100
그린티	100
피넛버터 & 젤리	100
스트라치아텔라	100
그린티 티라미수	100
티라미수	100
쿠키 & 크림	100
초코렛	100
땅콩 바나나	100
솜사탕	100
다크초코렛	100
리코타	100
크리미 요거트	100
요거트	100
화이트 초코렛+레인보우 토핑콘	100
다크 초코렛+오레오 토핑콘	100
플레인 와플콘	100
레드 포레스트	100
더블 초코 바나나	100
망고 요거트	100
솔티드 카초멜리아	100
카초멜리아	100
딸기 요거트	100
블루베리 요거트	100
케냐 니에리	320
에티오피아 게라	320
브라질 만티게이라 BSCA	320
과테말라 누에보 오리엔테	320
더치 블랙 - 에티오피아 예가체프	320
더치 블랙 - 케냐AA	320
더치 오션	320
더치 썬셋	320
에스프레소 블랙 N2	280
돌체 카푸치노 N2	280
에스프레소	30
에스프레소 마끼아또	35
에스프레소 콘파냐	40
아메리카노	320
카페라떼	250
바닐라 카페라떼	270
카라멜 카페라떼	270
헤이즐넛 카페라떼	325
카푸치노	250
카페모카	310
화이트모카	310
민트모카	325
카라멜마끼아또	275
아이스 아메리카노	480
아이스 카페라떼	480
아이스 바닐라 카페라떼	480
아이스 헤이즐넛 카페라떼	480
아이스 카푸치노	440
아이스 카페모카	500
아이스 화이트모카	500
아이스 민트모카	515
아이스 카라멜마끼아또	485
아포가토	130
다크초코 라떼	238
민트 초콜릿 라떼	245
그린티 라떼	230
홍차라떼	230
아이스 다크초코 라떼	508
아이스 민트 초콜릿 라떼	515
아이스 고구마 라떼	500
아이스 그린티 라떼	500
아이스 홍차 라떼	500
레몬 아이스티	510
복숭아 아이스티	510
레몬티	380
아이스 레몬티	510
허브티	322
아이스 허브티	452
홍차	322
아이스 홍차	452
녹차	322
아이스 녹차	452
딸기주스	480
토마토 주스	455
키위주스	430
베리&바나나 주스	440
스위티 파이	579
마이 몽키	588
러브 미	610
레몬에이드	450
오렌지에이드	450
자몽에이드	450
젤라또 쉐이크	485
플레인 요거트 스무디	458
딸기 요거트 스무디	548
블루베리 요거트 스무디	479
아이스 모카 블렌디모	415
아이스 카라멜 블렌디모	415
아이스 그린티 블렌디모	467.5
아이스 초콜릿 블렌디모	475
아이스 민트초코칩 블렌디모	425
아이스 민트모카 블렌디모	350
플레인 / 어니언 / 블루베리 베이글	110
치즈 / 초코칩 / 블루베리 머핀	140
플레인 에그디쉬	172
블루베리 에그디쉬	202
이탈리안 에그디쉬	230
갈릭 치즈 부기브레드	170
토마토 치즈 부기브레드	170
허니브레드	245
젤라또 브레드	345
크로크무슈	140
베이컨 치즈 팟파이	160
치킨 팟파이	170
불고기 브리또	140
핫칠리치킨 브리또	140
쿠키&크림 번버거	201
티라미수 번버거	191
쿠키&크림 번버거 + 아메리카노 SET	681
티라미수 번버거 + 아메리카노 SET	671
수플레 치즈케잌	85
티라미수 케잌	80
초코무스 케잌	90
레드벨벳 요거트 롤	100
그린티 롤	100
티라미수 샌디	297
리코타 딸기 샌디	320
쿠키 & 크림 샌디	308
클래식 플레인 와플	379
클래식 블루베리 와플	448
클래식 마롱 와플	420
플레인와플&젤라또	685
블루베리와플&젤라또	755.1
초코와플&젤라또	700
녹차와플&젤라또	715
까르보나라 젤빙	644
망고 크림젤빙	631
망고젤빙	529
치즈베리 젤빙	491
밀크팥 젤빙	456
딸기젤빙	481
오리지날 팥빙수	741
요거트빙수	733
녹차빙수	691
쿠키&크림빙수	570
망고빙수	700
블루베리치즈빙수	685
못난이찹쌀꽈배기	55
못난이찹쌀팥도넛	70
못난이찹쌀유자도넛	70
못난이찹쌀고구마크림치즈도넛	69
못난이찹쌀핫도그	95
못난이찹쌀모짜렐라치즈핫도그	95
못난이찹쌀모짜렐라치즈도넛	70
코코스페셜호두과자	60
코코스페셜코코너츠	25
선물용 대 	60
선물용 중	60
선물용 소	60
미니케이스 럭셔리	60
미니케이스 대	60
미니케이스 소	60
레드컵	60
초코컵	60
프리백	60
간식용11개	60
간식용19개	60
간식용38개	60
단체간식용 호두과자	60
허니땅콩	100
아몬드	100
캐슈넛	100
초콜릿 글레이즈드	51
로열 루비 초콜릿 링	68
더블 다크 초콜릿 필드	83
퓨어 화이트 초콜릿 필드	76
크런치 밀크 초콜릿 링	77
크림치즈 필드	62
초콜릿 필드	62
로투스 비스코프 도넛	82
리고 피넛버터 도넛	78
미니 오리지널 글레이즈드	23
초코홀릭	55
초콜릿 아이스드 글레이즈드	56
딸기와플넛	126
초코와플넛	126
카라멜와플넛	124
오리지널 글레이즈드	47
카라멜 아이스드	64
슈거 코티드	45
뉴욕 치즈케익	90
파우더 스트로베리 필드	70
글레이즈드 사워 크림	80
글레이즈드 초콜릿 케익	80
메론 스무디	460
살구자두 스무디	460
블루베리 요거트 스무디	460
밀크티	300
다크 핫 초콜릿	304
망고스무디	460
스트로베리 스무디	460
아메리카노S	310
아메리카노M	390
아이스아메리카노S	320
아이스아메리카노M	440
아이스아메리카노L	600
아이스아메리카노 XL	920
스팀우유	270
우유	300
라떼S	280
라떼M	390
아이스라떼S	320
아이스라떼M	420
아이스라떼L	570
아이스라떼 XL	890
바닐라라떼S	283
바닐라라떼M	395
아이스 바닐라라떼S	333
아이스 바닐라라떼M	450
카푸치노S	260
카푸치노M	390
아이스 카푸치노S	300
아이스 카푸치노M	390
모카S	292
모카M	403
아이스모카S	342
아이스모카M	448
드립커피S	310
드립커피M	390
아이스드립커피S	320
아이스드립커피M	400
아이스드립커피L	600
아이스드립커피XL	920
카라멜 마끼아또S	287
카라멜 마끼아또M	395
순수우유 딸기 쉐이크	355
순수우유 쉐이크	350
순수우유 소프트콘	160
순수우유 초코콘	180
쿠앤크 쉐이크	409
크리스피 아이스크림 콘	165
스트로베리 쉐이크	355
밀크쉐이크	350
바삭 콘 라떼	360
바삭 콘 프라페	360
피넛 버터 라떼	360
피넛 버터 초코 라떼	360
피넛 버터 카페 라떼	360
피넛 버터 프라페	360
피넛 버터 초코 프라페	360
피넛 버터 카페 프라페	360
아메리카노	360
아이스 아메리카노	360
카페라떼	360
아이스 카페라떼	360
카푸치노	360
아이스 카푸치노	360
바닐라 라떼	360
아이스 바닐라 라떼	360
카라멜 마끼아또	360
아이스 카라멜 마끼아또	360
민트모카 라떼	360
아이스 민트모카 라떼	360
콜드브루	360
콜드브루 라떼	360
콜드브루 마끼아또	360
니트로 콜드브루	360
메론 치즈 프라페	360
요거트 요프치노	360
모카 요프치노	360
쿠앤크 요프치노	360
민트초코칩 요프치노	360
코코넛 카페 요프치노	360
순수 치즈 프라페	360
그린티 치즈 프라페	360
스트로베리 치즈프라페	360
블루베리 치즈프라페	360
화이트 핫초코	360
핫초코	360
초코 라떼	360
아이스 초코라떼	360
그린티 라떼	360
아이스 그린티 라떼	360
밀크티라떼	360
아이스 밀크티라떼	360
고구마 라떼 	360
아이스 고구마라떼	360
블랙빈 라떼	360
아이스 블랙빈 라떼	360
리얼 홍시라떼	360
순수 딸기 우유	360
순수 딸기 바나나 우유	360
순수 망고 바나나 우유	360
자몽 스파클링 에이드	360
오렌지 스파클링 에이드	360
레몬 스파클링 에이드	360
리얼 홍시주스	360
딸기 생과일주스	360
키위 생과일주스	360
바나나 생과일 주스	360
토마토 생과일주스	360
흑당 시나몬 버블티	480
흑당 쇼콜라 버블티	480
흑당 말차 버블티	480
흑당 카페 버블티	480
흑당 홍차 버블티	480
흑당 버블티	480
아이스 상그리아 유자 티	360
상그리아 유자 티	360
아이스 상그리아 티	360
상그리아 티	360
자몽 티	360
유자 티	360
레몬 티	360
페퍼민트	360
베리마테	360
루이보스 레몬프레쉬	360
그린티	360
잉글리쉬 브렉퍼스트	360
캐모마일	360
메리마카롱 초코	360
메리마카롱 딸기	360
메리마카롱 피스타치오	360
메리마카롱 카라멜	360
메리메론	360
메리딸기	360
메리치즈	360
메리초코	360
메리트리	360
메리뉴욕	360
메리망고	360
메리베리	360
플레인(콘)	120
플레인(컵)	120
스트로베리	120
망고	120
블루베리	135
스트로베리 치즈	161
블루베리 치즈	144
초코슈	130
바닐라슈	130
플레인 요거트 쉐이크	360
딸기 요거트 쉐이크	360
망고 요거트 쉐이크	360
블루베리 요거트 쉐이크	360
메론 요거트 스무디	360
복숭아 요거트 스무디	360
딸기 요거트 스무디	360
망고 요거트 스무디	360
블루베리 요거트 스무디	360
순수 딸기 요거트	360
순수 딸기 바나나 요거트	360
순수 망고 바나나 요거트	360
슈 앤 딸기 스무디	360
슈 앤 망고 스무디	360
플레인 밀크 아이스크림 (콘)	120
플레인 밀크 아이스크림 (컵)	120
티라미수 밀크 아이스크림	120
밀크 아포가토	140
플레인 밀크 쉐이크	360
피넛 밀크 쉐이크	360
쿠키 밀크 쉐이크	360
초콜릿 밀크 쉐이크	360
말차 밀크 프라페	360
블랙빈 밀크프라페	360
오곡 밀크 프라페	360
에스프레소 밀크 프라페	360
망고 마카롱	21
초코 마카롱	21
딸기 마카롱	21
피스타치오 마카롱	21
카라멜 마카롱	21
딸기 생크림 카스테라	212
메론 생크림 카스테라	252
플레인 카스테라	142
콘 어니언 핫도그	140
칠리앤치즈 핫도그	150
쿠앤크 치즈케이크	130
프렌치 초콜릿 케이크	120
마스카포네 티라미수	106
아메리칸 치즈케이크	146
딸기 생크림 오믈렛	20
딸기 초코 생크림 오믈렛	20
초코 생크림 오믈렛	13
순수 요거트 오믈렛	13
청포도 생크림 오믈렛	20
블루베리 생크림 오믈렛	13
생크림 딸기 와플	139
생크림 딸기 망고 와플	136
생크림 망고 와플	143
생크림 와플	88
생크림 딸기 토스트	338
생크림 망고 토스트	272
아이스 바닐라 슈	38.5
아이스 초코 슈	38.5
허니볼	200
플레인 베이글	113.4
블루베리 베이글	113.4
어니언 베이글	113.4
갈릭치즈브래드	290
허니브래드	279
딸기&초코 메리 스노우 빙수	463
딸기&피스타치오 메리 스노우 빙수	465
생딸기 스노우빙수	520
홍시 스노우 빙수	559
트리플 초코 스노우 빙수	360
콩고물 스노우 빙수	414
트리플 치즈 스노우 빙수	476
망고&치즈 스노우 빙수	508
딸기&치즈 스노우 빙수	480
더블 그린티 스노우 빙수	542
딸기&망고 요거트 빙수	566
베리&베리 요거트 빙수	509
피치&망고 요거트 빙수	520
치즈 요거트 빙수	481
옛날 팥빙수	367
아메리카노(HOT) R	360
아메리카노(HOT) L	450
아메리카노(HOT) V	550
아메리카노(ICED) R	360
아메리카노(ICED) L	450
아메리카노(ICED) V	550
에스프레소	60
아포가또(크림치즈)	205
아포가또(그린티)	205
아포가또(바닐라)	205
카라멜마끼아또(HOT) R	360
카라멜마끼아또(HOT) L	450
카라멜마끼아또(HOT) V	550
카라멜마끼아또(ICED) R	360
카라멜마끼아또(ICED) L	450
카라멜마끼아또(ICED) V	550
카페모카(HOT) R	360
카페모카(HOT) L	450
카페모카(HOT) V	550
카페모카(ICED) R	360
카페모카(ICED) L	450
카페모카(ICED) V	550
화이트모카(HOT) R	360
화이트모카(HOT) L	450
화이트모카(HOT) V	550
화이트모카(ICED) R	360
화이트모카(ICED) L	450
화이트모카(ICED) V	550
바닐라라떼(HOT) R	360
바닐라라떼(HOT) L	450
바닐라라떼(HOT) V	550
바닐라라떼(ICED) R	360
바닐라라떼(ICED) L	450
바닐라라떼(ICED) V	550
카페라떼(HOT) R	360
카페라떼(HOT) L	450
카페라떼(HOT) V	550
카페라떼(ICED) R	360
카페라떼(ICED) L	450
카페라떼(ICED) V	550
카푸치노 R	360
카푸치노 L	450
카푸치노 V	550
흑당 아인슈페너 (HOT)	360
흑당 아인슈페너 (ICED)	360
흑당 아인슈페너 라떼(HOT)	360
흑당 아인슈페너 라떼(ICED)	360
콜드브루R	360
콜드브루L	450
콜드브루 라떼R	360
콜드브루 라떼L	450
콜드브루 카라멜마끼아또R	360
콜드브루 카라멜마끼아또L	450
콜드브루 헤이즐넛 라떼R	360
콜드브루 헤이즐넛 라떼L	450
콜드브루 바닐라 젤라또 라떼	360
니트로콜드브루	450
오곡라떼(HOT) R	360
오곡라떼(HOT) L	450
오곡라떼(ICED) R	360
오곡라떼(ICED) L	450
그린티라떼(HOT) R	360
그린티라떼(HOT) L	450
그린티라떼(ICED) R	360
그린티라떼(ICED) L	450
차이티라떼(HOT) R	360
차이티라떼(HOT) L	450
차이티라떼(ICED) R	360
차이티라떼(ICED) L	450
리얼초콜릿라떼(HOT) R	360
리얼초콜릿라떼(HOT) L	450
리얼초콜릿라떼(ICED) R	360
리얼초콜릿라떼(ICED) L	450
고구마라떼(HOT) R	360
고구마라떼(HOT) L	450
고구마라떼(ICED) R	360
고구마라떼(ICED) L	450
피스타치오라떼(HOT) R	360
피스타치오라떼(HOT) L	450
피스타치오라떼(ICED) R	360
피스타치오라떼(ICED) L	450
바밤 라떼(HOT)	360
바밤 라떼(ICED)	360
플랫 화이트(HOT)	270
플레어 연유 라떼(HOT)	360
플레어 연유 라떼(ICED)	360
플레어 시나몬 라떼(HOT)	360
우유(ICED) R	360
우유(ICED) L	450
밀크버블티	450
타로버블티	450
콜드브루프라페노 R	360
콜드브루프라페노L	450
콜드브루카라멜프라페노R	360
콜드브루카라멜프라페노L	450
콜드브루 화이트 모카프라페노R	360
콜드브루 화이트 모카프라페노L	450
콜드브루 모카프라페노R	360
콜드브루 모카프라페노L	450
그린티 프라페노R	360
그린티 프라페노L	450
초코칩 프라페노R	360
초코칩 프라페노L	450
플레인요거트스무디R	360
플레인요거트스무디L	450
딸기요거트스무디R	360
딸기요거트스무디L	450
블루베리요거트스무디R	360
블루베리요거트스무디L	450
그린티	360
블랙티(잉글리쉬블랙퍼스트)	360
블랙티(얼그레이)	360
허브티(민트)	360
허브티(카모마일)	360
허브티(히비스커스)	360
밀크티(HOT) R	360
밀크티(HOT) L	450
밀크티(ICED) R	360
밀크티(ICED) L	450
유자티(HOT)	360
유자티(ICED)	360
